listing_id,name,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,city,latitude,longitude,property_type,room_type,accommodates,bedrooms,amenities,price,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable
28594798,"3BR/ 4 Balconies, Family Perfect, Phromphong BTS",49912646,42334,"Bangkok, Thailand",,,1,f,3,t,f,Vadhana,Bangkok,13.7339,100.57455,Entire condominium,Entire place,8,3,"Air conditioning, Refrigerator, Iron, Dishes and silverware, Hair dryer, Hangers, Hot water, TV, Smoke alarm, Long term stays allowed, Gym, Indoor fireplace, Carbon monoxide alarm, Wifi, Free parking on premises, Fire extinguisher, Building staff, Shampoo, Essentials, Heating, First aid kit, Dryer, Pool, Dedicated workspace, Elevator, Microwave, Hot tub, Private entrance, Kitchen, Washer",4439,2,1125,80,9,9,10,9,7,7,f
33368129,NEW*DesignerHouse* 4BRs POOL Bangkok*BTS*IconSiam,68079399,42480,"Bangkok, Bangkok, Thailand",,,1,t,9,t,t,Khlong San,Bangkok,13.71923,100.50119,Entire townhouse,Entire place,8,4,"Air conditioning, Patio or balcony, Refrigerator, Iron, Dishes and silverware, Hair dryer, Hangers, Luggage dropoff allowed, Cooking basics, Free street parking, Bed linens, Hot water, Paid parking on premises, Garden or backyard, Long term stays allowed, Wifi, Extra pillows and blankets, Baby safety gates, Coffee maker, Keypad, Shampoo, Essentials, First aid kit, Pool, Dedicated workspace, Microwave, Kitchen",6000,2,1125,87,9,9,9,10,9,8,f
42448741,"near weekend market & BTS, 30min to airport",108234215,42727,TH,,,1,t,6,t,f,Phaya Thai,Bangkok,13.77758,100.54091,Entire house,Entire place,16,6,"Air conditioning, Patio or balcony, Refrigerator, Iron, Dishes and silverware, Hair dryer, Hangers, Cooking basics, Hot water, Long term stays allowed, Wifi, Stove, Free parking on premises, Shampoo, Essentials, Washer, Dedicated workspace, Microwave, Private entrance, Kitchen, Shower gel",4143,2,1125,100,8,8,10,10,10,10,t
42460908,"Train Night Market to 2min & MRT to 3min,  House",108234215,42727,TH,,,1,t,6,t,f,Din Daeng,Bangkok,13.76715,100.56693,Entire house,Entire place,16,5,"Air conditioning, Refrigerator, Iron, Dishes and silverware, Hair dryer, Hangers, Cooking basics, Bed linens, Hot water, Long term stays allowed, Wifi, Stove, Free parking on premises, Shampoo, Essentials, Washer, Dedicated workspace, Microwave, Private entrance, Kitchen, Shower gel",4143,2,1125,100,10,10,10,10,10,10,t
3752774,2BR Center of Sukhumvit-BTS & MRT,19156474,41850,Bangkok Thailand,,,1,t,0,t,f,Vadhana,Bangkok,13.74679,100.56264,Entire condominium,Entire place,4,2,"Air conditioning, Pool, Luggage dropoff allowed, Dedicated workspace, Elevator, Wifi, Free parking on premises, Hot water, TV, Smoke alarm, Dishes and silverware, Kitchen, Shampoo, Hair dryer, Gym, Long term stays allowed, Building staff, Hangers, Carbon monoxide alarm, Essentials",1602,50,1125,93,10,9,10,10,10,10,f
11579635,"2 Bedroom,wifi,5mMRT&Shopping Mall",30803267,42101,"Bangkok, Thailand",,,1,f,3,t,t,Huai Khwang,Bangkok,13.75424,100.56762,Entire condominium,Entire place,5,2,"Air conditioning, Pool, Shampoo, Dedicated workspace, Elevator, Wifi, Free parking on premises, Fire extinguisher, Iron, TV, Smoke alarm, Long term stays allowed, Kitchen, Washer, Hair dryer, Gym, Indoor fireplace, Hangers, Essentials",2200,100,1125,90,9,9,10,10,9,9,f
12624256,Townhouse suitable for traveler who rent car.,25571485,42008,Thailand,,,1,f,2,t,t,Lat Phrao,Bangkok,13.81646,100.61795,Entire townhouse,Entire place,4,3,"Cable TV, Air conditioning, Dedicated workspace, Free parking on premises, TV, Long term stays allowed, Kitchen, Shampoo, Essentials, Hangers, Wifi",1500,3,1125,60,10,10,10,10,10,10,f
40194532,TANIA ROOM/ 90 sqm./ 3 BR/ 5 mins to Siam Paragon,6663252,41424,"Bangkok, Thailand",,,1,f,2,t,t,Ratchathewi,Bangkok,13.75106,100.53832,Entire condominium,Entire place,7,3,"Air conditioning, Patio or balcony, Refrigerator, Dishes and silverware, Hair dryer, Hangers, Luggage dropoff allowed, Cooking basics, Bed linens, Hot water, Paid parking on premises, TV, Smoke alarm, Long term stays allowed, Wifi, Fire extinguisher, Shampoo, Essentials, Washer, Cable TV, Dedicated workspace, Microwave, Kitchen, Shower gel",4000,4,1125,100,10,10,10,10,10,10,f
43971411,Homey place BKK,52650550,42367,"Bangkok, Bangkok, Thailand",,,0.67,f,0,t,t,Lak Si,Bangkok,13.86514,100.57998,Private room in bed and breakfast,Private room,5,2,"Private living room, Air conditioning, Dedicated workspace, Shampoo, Lock on bedroom door, Free parking on premises, Hot water, Host greets you, TV, Private entrance, Long term stays allowed, Kitchen, Washer, Essentials, Smoke alarm, Breakfast, Heating, First aid kit, Wifi",650,2,1125,100,8,10,10,8,8,10,f
36567998,2 Bedrooms 2 Bathroom Condo 55 sq.m Near BTS,41039270,42226,"Bangkok, Thailand",,,0,t,0,t,t,Khlong Toei,Bangkok,13.71146,100.59314,Entire condominium,Entire place,3,2,"Air conditioning, Cooking basics, Pool, Patio or balcony, Shampoo, Dedicated workspace, Elevator, Stove, Microwave, Fire extinguisher, Refrigerator, TV, Smoke alarm, Dishes and silverware, Kitchen, Washer, Essentials, Long term stays allowed, Hangers, Wifi",900,7,1125,100,10,9,10,10,10,9,t
6730998,CBD 2BR 71sqm.On Fl39@Ekkamai-Thonglor,9940152,41589,"Bangkok, Krung Thep Maha Nakhon, Thailand",,,0,t,3,t,t,Huai Khwang,Bangkok,13.7433,100.58817,Entire condominium,Entire place,4,2,"Air conditioning, Patio or balcony, Refrigerator, Iron, Dishes and silverware, Hair dryer, Hangers, Cooking basics, Ethernet connection, Bed linens, Hot water, TV, Garden or backyard, Smoke alarm, Long term stays allowed, Gym, Wifi, Extra pillows and blankets, Free parking on premises, Fire extinguisher, Crib, Shampoo, Essentials, Heating, Cable TV, Dryer, Pool, Dedicated workspace, Elevator, Microwave, Host greets you, Kitchen, Washer",1349,30,1125,95,10,10,10,10,10,10,f
9263478,Bangkok bed & breakfast rooms,48122335,42312,"Bangkok, Bangkok, Thailand",,,0,f,2,t,f,Phra Khanong,Bangkok,13.70174,100.63103,Private room in guest suite,Private room,4,2,"Cable TV, Air conditioning, Cooking basics, Dedicated workspace, Lock on bedroom door, Hot water, Iron, TV, Host greets you, Dishes and silverware, Kitchen, Washer, Essentials, Long term stays allowed, Hair dryer, Hangers, Luggage dropoff allowed, Wifi",650,2,1125,92,10,9,10,10,10,10,f
9354323,Bangkok private rooms. Low cost B&B,48122335,42312,"Bangkok, Bangkok, Thailand",,,0,f,2,t,f,Phra Khanong,Bangkok,13.70184,100.63106,Private room in guest suite,Private room,4,2,"Cable TV, Air conditioning, Dedicated workspace, Wifi, Lock on bedroom door, Bed linens, Hot water, Iron, TV, Host greets you, Long term stays allowed, Kitchen, Washer, Hair dryer, Hangers, Luggage dropoff allowed, Essentials",650,2,1125,93,10,8,10,10,9,10,f
35716161,The best view in Bangkok,62211407,42438,"Bangkok, Thailand",,,0,t,2,t,f,Chatu Chak,Bangkok,13.8057,100.55502,Entire condominium,Entire place,4,2,"Air conditioning, Pool, Shampoo, Elevator, Hot water, Fire extinguisher, TV, Smoke alarm, Dishes and silverware, Kitchen, Washer, Essentials, Gym, Long term stays allowed, Hangers, First aid kit",2163,15,1125,100,10,10,10,10,10,10,f
691554,SN Suite with 2 Bedrooms,3533863,41163,"Bangkok, Thailand",,,,f,5,t,f,Din Daeng,Bangkok,13.78836,100.5619,Private room in apartment,Private room,4,2,"Cable TV, Air conditioning, Pool, Bathtub, Patio or balcony, Elevator, Microwave, Free parking on premises, Refrigerator, TV, Hot tub, Long term stays allowed, Kitchen, Dishes and silverware, Luggage dropoff allowed, Wifi",2000,3,1125,20,2,4,8,4,6,2,f
2130543,Bangkok Riverside near Asiatique,8954433,41537,"Bangkok, Thailand",,,,f,3,t,t,Bang Kho laen,Bangkok,13.7001,100.50231,Entire condominium,Entire place,5,3,"Air conditioning, Iron, Hair dryer, Hangers, TV, Smoke alarm, Long term stays allowed, Gym, Indoor fireplace, Carbon monoxide alarm, Wifi, Free parking on premises, Fire extinguisher, Shampoo, Essentials, Cable TV, Dryer, Pool, Dedicated workspace, Elevator, Hot tub, Kitchen",4800,2,1125,87,9,8,9,10,10,9,f
13287653,LPN Townplace Sukumvit62,47831324,42308,"Pattaya, Chon Buri, Thailand",,,,f,2,t,t,Phra Khanong,Bangkok,13.69526,100.59405,Entire house,Entire place,6,3,"Air conditioning, Dedicated workspace, Free parking on premises, TV, Long term stays allowed, Kitchen, Washer, Gym, Heating, Hangers, Wifi",5000,6,1125,60,6,5,8,7,6,6,t
16873648,1 bedroom  1 living room 1 kitchen 1 bathroom,65995518,42466,"Bangkok, Thailand",,,,f,2,t,t,Bang Khen,Bangkok,13.85899,100.58745,Private room in apartment,Private room,4,2,"Air conditioning, Pool, Shampoo, Elevator, Free parking on premises, Fire extinguisher, TV, Smoke alarm, Long term stays allowed, Kitchen, Washer, Essentials, Gym, Indoor fireplace, Heating, Wifi",1000,5,1125,60,4,10,8,8,10,6,t
18965798,Town home for exchange students/expat with family,19592620,41857,"Berlin, Berlin, Germany",,,,f,2,t,t,Bangkok Noi,Bangkok,13.78081,100.46815,Entire townhouse,Entire place,6,3,"Air conditioning, Shampoo, Dedicated workspace, Lockbox, Wifi, Microwave, Free parking on premises, Coffee maker, Fire extinguisher, Iron, TV, High chair, Dishes and silverware, Kitchen, Washer, Hair dryer, Long term stays allowed, Hangers, Essentials",3000,4,1125,90,10,10,8,10,9,9,t
19769310,Rama3 Star View Residence,138276170,42919,Thailand,,,,f,2,t,f,Bang Kho laen,Bangkok,13.68651,100.51679,Private room in condominium,Private room,3,2,"Air conditioning, Patio or balcony, Refrigerator, Iron, Dishes and silverware, Hair dryer, Hangers, Hot water, TV, Smoke alarm, Long term stays allowed, Gym, Wifi, Bathtub, Stove, Lock on bedroom door, Free parking on premises, Shampoo, Essentials, Dryer, Pool, Dedicated workspace, Elevator, Microwave, Private entrance, Kitchen, Washer",5000,2,1125,100,10,8,8,10,10,10,t
29695813,2BD ABSOLUTE RiverFront 112sqm Luxury Condo HiRise,212192351,43340,"Bangkok, Thailand",,,,f,4,t,t,Rat Burana,Bangkok,13.68676,100.49157,Entire condominium,Entire place,4,2,"Air conditioning, Iron, Hair dryer, Hangers, Waterfront, TV, Smoke alarm, Long term stays allowed, Gym, Carbon monoxide alarm, Wifi, Free parking on premises, Fire extinguisher, Shampoo, Essentials, First aid kit, Pool, Dedicated workspace, Elevator, Kitchen, Washer",2500,2,1125,88,9,9,8,9,8,9,t
30071703,Comfortable flat near Veijthani Hospital (65 sqm),225326584,43416,TH,,,,f,0,t,t,Bang Kapi,Bangkok,13.77213,100.63758,Entire condominium,Entire place,3,2,"Air conditioning, Patio or balcony, Refrigerator, Iron, Oven, Hair dryer, Dishes and silverware, Hangers, Room-darkening shades, Cooking basics, Ethernet connection, Bed linens, Window guards, Hot water, TV, Smoke alarm, Long term stays allowed, Childrenâs books and toys, Carbon monoxide alarm, Wifi, Extra pillows and blankets, Childrenâs dinnerware, Stove, Free parking on premises, Coffee maker, Fire extinguisher, Shampoo, Essentials, Cleaning before checkout, First aid kit, Dedicated workspace, Outlet covers, Elevator, Microwave, Host greets you, Kitchen, Washer",1350,6,1125,80,7,8,9,9,5,8,t
31697006,"Group/FamilyRoom,butget,loft,2rooms,nearmrtPraram9",41143067,42227,"Bangkok, Thailand",,,,f,3,t,f,Din Daeng,Bangkok,13.75935,100.55642,Private room in townhouse,Private room,4,2,"Air conditioning, Patio or balcony, Refrigerator, Iron, Hair dryer, Hangers, Luggage dropoff allowed, Cooking basics, Free street parking, Bed linens, Hot water, TV, Garden or backyard, Long term stays allowed, Wifi, Extra pillows and blankets, Essentials, Washer, First aid kit, Dedicated workspace, Microwave, Host greets you, Private entrance, Kitchen, Shower gel",700,2,1125,80,9,9,9,9,7,8,t
33914782,"Bann Kruis Stay in a Thai spa,Thai style",255873963,43569,"Bangkok, Thailand",,,,f,3,t,t,Bang Khen,Bangkok,13.88238,100.60112,Entire townhouse,Entire place,4,2,"Air conditioning, Shampoo, Dedicated workspace, Wifi, Fire extinguisher, Iron, TV, Private entrance, Long term stays allowed, Kitchen, Washer, Hair dryer, Breakfast, Hangers, First aid kit, Essentials",662,2,1125,20,2,2,2,2,2,2,t
6718509,"Luxury Private,Family suit,River vi",35178131,42162,Bangkok Thailand,,,,f,2,t,f,Bang Phlat,Bangkok,13.77839,100.49156,Entire condominium,Entire place,6,2,"Air conditioning, Lake access, Hair dryer, Luggage dropoff allowed, Free street parking, Hot water, TV, Smoke alarm, Long term stays allowed, Wifi, Bathtub, Free parking on premises, Shampoo, Essentials, Heating, Cable TV, Pool, Dedicated workspace, Elevator, Hot tub, Kitchen, Washer",3000,3,1125,80,10,9,10,7,6,9,t
14127120,Spacious 3 Stories House: 3 Bedroom + 2.5 Bathroom,85202199,42572,"Ottawa, Ontario, Canada",,,,f,2,t,f,Lak Si,Bangkok,13.88805,100.58467,Entire house,Entire place,10,3,"Air conditioning, Dedicated workspace, Wifi, Microwave, Free parking on premises, Hot water, Refrigerator, TV, Host greets you, Dishes and silverware, Kitchen, Washer, Hair dryer, Long term stays allowed, Hangers, Essentials",1985,3,1125,78,9,7,10,9,9,8,t
22722267,11*- Bangkok by SUPER HOST!,73922592,42515,"Bangkok, Thailand",,,,f,6,t,t,Bang Na,Bangkok,13.66802,100.6163,Entire condominium,Entire place,8,4,"Air conditioning, Refrigerator, Iron, Oven, Hair dryer, Dishes and silverware, Hangers, Luggage dropoff allowed, Lockbox, Cooking basics, Free street parking, Bed linens, Hot water, Paid parking on premises, Garden or backyard, Smoke alarm, Long term stays allowed, Indoor fireplace, Carbon monoxide alarm, Wifi, Extra pillows and blankets, Stove, Free parking on premises, Coffee maker, Fire extinguisher, Shampoo, Essentials, Heating, Dryer, Pool, Dedicated workspace, Elevator, Microwave, Paid parking off premises, Private entrance, Kitchen, Washer",600,28,1125,92,9,9,10,9,8,9,f
5494979,2BR Poolside Apartment near MRT & Shopping Malls,104200051,42692,"Bangkok, Thailand",,,,t,15,t,t,Chatu Chak,Bangkok,13.81018,100.56463,Entire condominium,Entire place,6,2,"Air conditioning, Patio or balcony, Refrigerator, Iron, Dishes and silverware, Hair dryer, Hangers, Bed linens, Hot water, TV, Garden or backyard, Smoke alarm, Long term stays allowed, Gym, Wifi, Bathtub, Stove, Shampoo, Essentials, Cable TV, Dryer, Pool, Dedicated workspace, Elevator, Microwave, Host greets you, Kitchen, Washer",1500,2,1125,93,9,9,10,10,9,9,f
24413313,6- Bangkok(Woman)by SUPER HOST!,73922592,42515,"Bangkok, Thailand",,,,f,6,t,t,Bang Na,Bangkok,13.66951,100.61616,Entire condominium,Entire place,8,4,"Air conditioning, Refrigerator, Iron, Oven, Hair dryer, Dishes and silverware, Hangers, Luggage dropoff allowed, Lockbox, Cooking basics, Free street parking, Bed linens, Hot water, Paid parking on premises, Garden or backyard, Smoke alarm, Long term stays allowed, Indoor fireplace, Carbon monoxide alarm, Wifi, Extra pillows and blankets, Stove, Free parking on premises, Coffee maker, Fire extinguisher, Shampoo, Essentials, Heating, Dryer, Pool, Dedicated workspace, Elevator, Microwave, Paid parking off premises, Private entrance, Kitchen, Washer",600,90,1125,80,9,8,10,10,9,10,f
4372581,5BR Home for 20 pax; Khaosan /OldTown; w/Breakfast,154910478,43025,"Bangkok, Thailand",,,,f,6,t,f,Phra Nakhon,Bangkok,13.76333,100.49938,Entire townhouse,Entire place,16,5,"Air conditioning, Patio or balcony, Refrigerator, Iron, Hair dryer, Hangers, Luggage dropoff allowed, Bed linens, Hot water, TV, Smoke alarm, Long term stays allowed, Babysitter recommendations, Childrenâs books and toys, Carbon monoxide alarm, Wifi, Extra pillows and blankets, Fire extinguisher, Crib, Shampoo, Essentials, Smart lock, Cleaning before checkout, Cable TV, Dryer, Dedicated workspace, Paid parking off premises, Private entrance, Washer, Breakfast",6500,2,1125,97,10,10,10,10,9,10,f
16178443,3-Bangkok(Woman) by SUPER HOST!,73922592,42515,"Bangkok, Thailand",,,,f,6,t,t,Bang Na,Bangkok,13.66798,100.61631,Entire condominium,Entire place,8,4,"Air conditioning, Refrigerator, Iron, Dishes and silverware, Hair dryer, Hangers, Luggage dropoff allowed, Lockbox, Free street parking, Bed linens, Hot water, Paid parking on premises, Garden or backyard, Smoke alarm, Long term stays allowed, Indoor fireplace, Carbon monoxide alarm, Wifi, Extra pillows and blankets, Free parking on premises, Coffee maker, Fire extinguisher, Shampoo, Essentials, Cleaning before checkout, Heating, Dryer, Pool, Dedicated workspace, Elevator, Microwave, Paid parking off premises, Private entrance, Kitchen, Washer",600,90,1125,97,10,9,10,10,8,10,f
16281055,Esta-Bliss Condominium B-348,106493451,42711,"Bangkok, Thailand",,,,f,4,t,f,Min Buri,Bangkok,13.81367,100.69981,Entire condominium,Entire place,4,2,"Air conditioning, Refrigerator, Iron, Dishes and silverware, Hair dryer, Hangers, Cooking basics, Bed linens, Hot water, TV, Smoke alarm, Long term stays allowed, Gym, Wifi, Free parking on premises, Coffee maker, Shampoo, Essentials, Cable TV, Pool, Dedicated workspace, Elevator, Microwave, Host greets you, Private entrance, Kitchen, Washer",1399,30,1125,100,10,10,10,10,9,10,t
16293868,Esta-Bliss condo 278,106493451,42711,"Bangkok, Thailand",,,,f,4,t,f,Min Buri,Bangkok,13.81338,100.70948,Entire condominium,Entire place,3,2,"Cable TV, Air conditioning, Pool, Dedicated workspace, Elevator, Wifi, Bed linens, Free parking on premises, Hot water, Iron, TV, Smoke alarm, Long term stays allowed, Kitchen, Shampoo, Hair dryer, Gym, Washer, Hangers, Essentials",1199,30,1125,100,10,10,10,10,8,9,t
22575702,BAAN NEERACHA @ LADPRAO 23,161669356,43076,"Bangkok, Thailand",,,,t,4,t,f,Chatu Chak,Bangkok,13.80787,100.57547,Entire condominium,Entire place,10,3,"Air conditioning, Patio or balcony, Refrigerator, Dishes and silverware, Hair dryer, Hangers, Luggage dropoff allowed, Hot water, Paid parking on premises, TV, Smoke alarm, Long term stays allowed, Wifi, Stove, Free parking on premises, Fire extinguisher, Building staff, Shampoo, Essentials, Elevator, Microwave, Kitchen, Washer",4355,3,1125,100,10,10,10,10,10,10,f
24002751,New 2B Deluxe + Kitchen + WiFi + BTS + City Centre,180628889,43185,"Bangkok, Thailand",,,,f,3,t,f,Khlong Toei,Bangkok,13.7241,100.5754,Entire condominium,Entire place,4,2,"Air conditioning, Dryer, Pool, Dedicated workspace, Elevator, Free parking on premises, Fire extinguisher, Host greets you, TV, Hot tub, Smoke alarm, Private entrance, Kitchen, Washer, Essentials, Gym, Long term stays allowed, Hangers, Wifi",2000,30,1125,100,10,10,10,10,10,10,t
26409036,999-Bangkok(Woman) by SUPER HOST!,73922592,42515,"Bangkok, Thailand",,,,f,6,t,t,Bang Na,Bangkok,13.66923,100.61707,Private room in apartment,Private room,2,4,"Air conditioning, Iron, Hair dryer, Hangers, Smoke alarm, Long term stays allowed, Gym, Indoor fireplace, Carbon monoxide alarm, Wifi, Lock on bedroom door, Free parking on premises, Fire extinguisher, Shampoo, Essentials, Heating, First aid kit, Dryer, Pool, Dedicated workspace, Elevator, Private entrance, Kitchen, Washer",600,90,1125,96,10,9,10,10,8,10,f
34405949,2 bedroom condo with swimming pool @BTS Bearing,13976693,41735,"Bangkok, Thailand",,,,f,3,t,t,Bang Na,Bangkok,13.66396,100.60712,Entire condominium,Entire place,4,2,"Air conditioning, Patio or balcony, Refrigerator, Oven, Dishes and silverware, Hair dryer, Hangers, Cooking basics, Hot water, TV, Smoke alarm, Long term stays allowed, Gym, Wifi, Building staff, Essentials, Pool, Dedicated workspace, Elevator, Microwave, Kitchen, Washer",1490,5,1125,100,10,8,10,10,10,10,t
34822245,Family room 1-5 people (1 extra bed+1 sofa bed),262531730,43603,TH,,,,t,3,t,t,Bang Kapi,Bangkok,13.75413,100.64084,Entire condominium,Entire place,5,2,"Air conditioning, Patio or balcony, Refrigerator, Dishes and silverware, Hangers, Cooking basics, Hot water, TV, Smoke alarm, Long term stays allowed, Gym, Wifi, Free parking on premises, Fire extinguisher, Building staff, Shampoo, Essentials, Dryer, Pool, Dedicated workspace, Elevator, Microwave, Kitchen, Washer",950,5,1125,100,10,10,10,10,8,9,f
40953510,#511687 Spaciest 2 bedrooms NANA Area,301136626,43746,"Bangkok, Bangkok, Thailand",,,,f,6,t,t,Khlong Toei,Bangkok,13.73477,100.55314,Private room in condominium,Private room,4,2,"Air conditioning, Dryer, Pool, Dedicated workspace, Wifi, Lock on bedroom door, Free parking on premises, Iron, TV, Hot tub, Smoke alarm, Private entrance, Kitchen, Shampoo, Hair dryer, Gym, Long term stays allowed, Washer, Hangers, Essentials",2000,2,1125,100,10,10,10,10,10,10,f
37281532,Long Stay Resort Condo in the Heart of Bangkok,25299847,42001,"Bangkok, Thailand",,,,t,0,t,t,Ratchathewi,Bangkok,13.74963,100.52814,Entire condominium,Entire place,4,2,"Air conditioning, Refrigerator, Iron, Dishes and silverware, Hair dryer, Hangers, Cooking basics, Hot water, TV, Smoke alarm, Long term stays allowed, Gym, Wifi, Stove, Free parking on premises, Keypad, Shampoo, Essentials, Dryer, Pool, Dedicated workspace, Elevator, Microwave, Private entrance, Kitchen, Washer",1800,30,1125,100,10,10,10,10,10,10,f
38013311,Modern 2 bedroom apartment - Sukhumvit 39,135466891,42903,"Bangkok, Thailand",,,,f,0,t,f,Vadhana,Bangkok,13.73979,100.57206,Entire condominium,Entire place,3,2,"Air conditioning, Dryer, Pool, Dedicated workspace, Elevator, Microwave, Free parking on premises, Bed linens, Hot water, Iron, TV, Dishes and silverware, Kitchen, Washer, Essentials, Gym, Long term stays allowed, Hair dryer, Hangers, Wifi",2500,2,1125,90,10,10,10,10,10,9,f
5485716,New 2 modern bedrooms condominium,27630320,42047,US,,,,f,2,t,t,Bang Kho laen,Bangkok,13.69458,100.52377,Private room in condominium,Private room,4,2,"Air conditioning, Pool, Elevator, Free parking on premises, Hot water, Host greets you, TV, Smoke alarm, Private entrance, Kitchen, Washer, Essentials, Gym, Long term stays allowed, Wifi",3000,90,1125,88,10,9,10,10,10,9,f
8892819,2 bedrooms,33972600,42146,"27/5 Wuttakas 47 Bangkor Jomthong Bangkok 10150, Thailand",,,,f,2,t,f,Thon buri,Bangkok,13.71417,100.46913,Entire condominium,Entire place,3,2,"Air conditioning, Iron, Hair dryer, Hangers, Luggage dropoff allowed, Hot water, TV, Smoke alarm, Long term stays allowed, Gym, Wifi, Free parking on premises, Fire extinguisher, Keypad, Shampoo, Essentials, Heating, First aid kit, Cable TV, Dryer, Pool, Elevator, Kitchen, Washer",1500,180,1125,100,10,10,10,10,9,10,f
17289747,Accom Apartment,116634915,42782,"Bangkok, Thailand",,,,f,2,t,f,Lak Si,Bangkok,13.87087,100.55682,Private room in apartment,Private room,16,10,"Air conditioning, Dedicated workspace, Lock on bedroom door, Fire extinguisher, Smoke alarm, Private entrance, Long term stays allowed, Washer, Essentials, Hangers, First aid kit, Wifi",550,2,1125,80,10,10,10,10,10,10,t
26977956,"Welcome to land of smile, home sweet home",171546557,43135,"Bangkok, Thailand",,,,f,2,t,f,Bang Kapi,Bangkok,13.76236,100.65247,Private room in house,Private room,6,3,"Cable TV, Air conditioning, Shampoo, Dedicated workspace, Wifi, Lock on bedroom door, Free parking on premises, Hot water, Refrigerator, TV, Host greets you, Private entrance, Long term stays allowed, Washer, Hair dryer, Hangers, Luggage dropoff allowed, Essentials",3000,5,1125,100,10,10,10,10,10,10,t
31278744,Noble Revolve Ratchada Bangkok,109932669,42740,"Bangkok, Thailand",,,,f,2,t,t,Huai Khwang,Bangkok,13.76286,100.56979,Entire condominium,Entire place,3,2,"Air conditioning, Patio or balcony, Refrigerator, Dishes and silverware, Hair dryer, Hangers, Luggage dropoff allowed, Cooking basics, Bed linens, Hot water, TV, Garden or backyard, Smoke alarm, Long term stays allowed, Gym, Wifi, Stove, Free parking on premises, Cleaning before checkout, Dryer, Pool, Dedicated workspace, Elevator, Microwave, Kitchen, Washer",2500,30,1125,100,10,10,10,10,10,10,f
45590304,Private resident near BTS Saphankwai,369216553,44099,TH,within a few hours,1,1,f,0,t,f,Phaya Thai,Bangkok,13.79026,100.55402,Private room in condominium,Private room,4,2,"Air conditioning, Pool, Dedicated workspace, Elevator, Lock on bedroom door, Free parking on premises, TV, Smoke alarm, Long term stays allowed, Kitchen, Washer, Essentials, Gym, Hangers",545,30,1125,60,10,4,4,10,10,6,f
10694803,Bangkok Cocoon,54740586,42384,"Phuket, Thailand",within a few hours,1,0.71,f,2,t,t,Huai Khwang,Bangkok,13.79391,100.58395,Entire townhouse,Entire place,7,3,"Air conditioning, Free street parking, Dedicated workspace, Microwave, Coffee maker, Hot water, Iron, TV, Refrigerator, Host greets you, Long term stays allowed, Kitchen, Essentials, Hangers, Wifi",1051,6,1125,88,10,10,9,10,8,9,f
30927141,"Terminal 21, Asoke, 2BR C",68594954,42484,"Samut Prakan, Thailand",within an hour,1,0.82,t,20,t,t,Vadhana,Bangkok,13.73855,100.56227,Entire condominium,Entire place,5,2,"Air conditioning, Pool, Shampoo, Dedicated workspace, Elevator, Wifi, Free parking on premises, Iron, TV, Hot tub, Smoke alarm, Long term stays allowed, Kitchen, Washer, Hair dryer, Gym, Hangers, Essentials",1111,3,1125,94,9,10,9,9,10,10,f
32390759,2 Bedroom Cozy Clean home Beside Platinum Mall!,595560,40680,Bangkok Thailand,a few days or more,0,1,f,11,t,t,Parthum Wan,Bangkok,13.74961,100.5393,Entire condominium,Entire place,4,2,"Cable TV, Air conditioning, Shampoo, Dedicated workspace, Elevator, Wifi, Iron, TV, Host greets you, Smoke alarm, Long term stays allowed, Kitchen, Washer, Hair dryer, Hangers, Carbon monoxide alarm, Essentials",2248,3,1125,83,9,9,9,9,10,9,t
20514960,2BedRooms Suites - 80m to BTS Station.,37749512,42192,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",within an hour,1,0.99,f,29,t,t,Phaya Thai,Bangkok,13.77471,100.54161,Room in serviced apartment,Hotel room,6,2,"Air conditioning, Patio or balcony, Refrigerator, Iron, Hair dryer, Hangers, Luggage dropoff allowed, Cooking basics, Ethernet connection, Bed linens, Hot water, TV, Smoke alarm, Long term stays allowed, Gym, Carbon monoxide alarm, Wifi, Extra pillows and blankets, Hot water kettle, Bathtub, Free parking on premises, Coffee maker, Fire extinguisher, Building staff, Shampoo, Essentials, First aid kit, Cable TV, Dryer, Pool, Dedicated workspace, Elevator, Microwave, Hot tub, Kitchen, Washer",5265,2,1125,80,8,10,8,10,9,9,t
34335862,10PAX The Luxury Rooms @350m BTS Nana,48748919,42319,"Bangkok, Bangkok, Thailand",within an hour,1,1,f,13,t,t,Vadhana,Bangkok,13.74467,100.55613,Entire condominium,Entire place,10,4,"Air conditioning, Refrigerator, Iron, Dishes and silverware, Hair dryer, Hangers, TV, Smoke alarm, Long term stays allowed, Gym, Indoor fireplace, Carbon monoxide alarm, Wifi, Free parking on premises, Fire extinguisher, Shampoo, Essentials, First aid kit, Dryer, Pool, Dedicated workspace, Elevator, Microwave, Host greets you, Private entrance, Kitchen, Washer",6500,2,1125,80,8,8,8,9,10,8,t
